Date,Close,High,Low,Open,Volume
2011-03-22,0.3999473452568054,0.4098027773103854,0.39811377205483234,0.4059064513326392,718332000
2011-03-23,0.40819841623306274,0.4093443960836852,0.3905503046756246,0.39925975700481847,782396000
2011-03-24,0.4407443106174469,0.44578664433021564,0.4159911378652207,0.41690791090991447,1780592000
2011-03-25,0.4269925057888031,0.44578659711533375,0.42630491241694946,0.4446406172696826,1196392000
2011-03-28,0.4428069591522217,0.4501412232937181,0.4331807084365539,0.4370770337002573,1204284000
2011-03-29,0.4393691122531891,0.44441141819839397,0.4334100060219282,0.4428070518506899,715764000
2011-03-30,0.4228670001029968,0.44464064589441016,0.4173662800963614,0.44280707255886503,1176320000
2011-03-31,0.42309626936912537,0.428138603941181,0.4153036151942941,0.42355468329191026,655112000
2011-04-01,0.4171369969844818,0.42905517972430096,0.41140707148703703,0.4285967933347521,850072000
2011-04-04,0.40223929286003113,0.418283037404188,0.3992597399115118,0.41713705760262776,924328000
2011-04-05,0.40292686223983765,0.4114071068025261,0.40201006205973144,0.4081983744779344,821076000
2011-04-06,0.4001765251159668,0.4063648103475042,0.39673855851809864,0.40590642390855936,856984000
2011-04-07,0.4148450195789337,0.4173661857607487,0.3994888975939695,0.4010932636540744,1021208000
2011-04-08,0.40223929286003113,0.4180538305149505,0.4010933130584709,0.4180538305149505,746552000
2011-04-11,0.3969677984714508,0.4059064577259926,0.3926130859551998,0.40384367759541456,546208000
2011-04-12,0.398113876581192,0.4008642234451087,0.3857372747100844,0.3930715694436244,840756000
2011-04-13,0.4070523977279663,0.4095735367665347,0.39719696648404057,0.40223927188348957,749588000
2011-04-14,0.42424213886260986,0.4244713457642108,0.40109333469351716,0.4033852944202663,1254704000
2011-04-15,0.42882609367370605,0.4340976066084691,0.41897063387723626,0.42103341406335165,969720000
2011-04-18,0.41461580991744995,0.4214916873803313,0.4079691119766129,0.4187413418596404,743584000
2011-04-19,0.4130115509033203,0.4164494905248496,0.4017809317462687,0.4148450968436169,659860000
2011-04-20,0.4256172776222229,0.43432672906599396,0.4187413992175055,0.42813844396621076,650516000
2011-04-21,0.42447134852409363,0.4329516214260558,0.4235545755563592,0.430201247878222,421300000
2011-04-25,0.43111810088157654,0.4382231605560503,0.42607576697555943,0.42630497390667604,619612000
2011-04-26,0.4423487186431885,0.44670345932018646,0.430430531331468,0.4347852446861458,676000000
2011-04-27,0.4423487186431885,0.4446407061147749,0.4331808780461235,0.4446407061147749,450004000
2011-04-28,0.4471617639064789,0.4561004232432664,0.4373063316069869,0.4423486375464922,684000000
2011-04-29,0.4583923816680908,0.4684769935184079,0.4494537223567363,0.4501413157379659,836000000
2011-05-02,0.45220404863357544,0.4682477650151508,0.44991208915049324,0.4680185854602299,613824000
2011-05-03,0.43065962195396423,0.44830773331405604,0.4251589296614126,0.44693257390207536,808000000
2011-05-04,0.42745092511177063,0.43684797149718946,0.41942906557574083,0.43203484484664484,639356000
2011-05-05,0.42768001556396484,0.4327223204347703,0.41828297173749746,0.4240128698457558,544000000
2011-05-06,0.4428069591522217,0.44693249127003515,0.4331807084365539,0.4366186473143468,841080000
2011-05-09,0.45266252756118774,0.4549544875126009,0.44303627390739814,0.4441822538831047,706328000
2011-05-10,0.4533501863479614,0.4567881267705576,0.4487662384621781,0.4563297401786758,690976000
2011-05-11,0.455412894487381,0.46022599420807586,0.4492246078051623,0.4556421014217413,616000000
2011-05-12,0.4698522090911865,0.4703106229216586,0.4526625101179871,0.45380849004953366,1224000000
2011-05-13,0.418512225151062,0.44120264205883386,0.41530349257290317,0.4400566622348751,2025192000
2011-05-16,0.4056771993637085,0.41828300348083586,0.40544801981537143,0.4173662033205533,728188000
2011-05-17,0.40407297015190125,0.40453135672620616,0.3923839622343613,0.40430217710021404,1420364000
2011-05-18,0.41346997022628784,0.41690791012085926,0.40430213050743086,0.40567729007186887,658844000
2011-05-19,0.4075108766555786,0.41690792360015555,0.4013225901097365,0.41667871667084644,650884000
2011-05-20,0.41461580991744995,0.4155325826502441,0.4047603800895249,0.4065939528774216,575820000
2011-05-23,0.4141574800014496,0.4171370327726115,0.4033852486501479,0.40865676088800174,588000000
2011-05-24,0.41576191782951355,0.432493230284842,0.4150743244065215,0.41622030433740265,720372000
2011-05-25,0.4208042621612549,0.4235546361022466,0.40957364142839003,0.4136991750175584,545312000
2011-05-26,0.4313473105430603,0.4350144577625111,0.4196583026880914,0.4208042827788797,706436000
2011-05-27,0.4469326138496399,0.44762017995592873,0.43272244073284316,0.4331808272444747,658824000
2011-05-31,0.4593091607093811,0.45953839493591275,0.44464062921974407,0.4556420414981296,1200716000
2011-06-01,0.43868157267570496,0.4579340531765114,0.43776477227719884,0.4572464597082115,762208000
2011-06-02,0.43661877512931824,0.442577881857541,0.4313472618424008,0.4393691488945395,607592000
2011-06-03,0.42309626936912537,0.4354728715155496,0.42103351600588246,0.431576544428134,549300000
2011-06-06,0.4141574800014496,0.4263048706393792,0.4136990662502616,0.4224085450104653,435988000
2011-06-07,0.41392838954925537,0.4196582898276033,0.4120948159957201,0.41736632971626414,433956000
2011-06-08,0.4026976227760315,0.4143866260396942,0.39948889071110555,0.4118654872236266,569288000
2011-06-09,0.398113876581192,0.4033853906750533,0.3836745213927273,0.4024686174945216,741632000
2011-06-10,0.39238402247428894,0.40132268499596774,0.38917526131689467,0.39880151746675263,493548000
2011-06-13,0.38963353633880615,0.397426188486408,0.38688316280688534,0.3923838825484118,574760000
2011-06-14,0.39284226298332214,0.40155171528162054,0.3912378966626049,0.3930714698815595,534576000
2011-06-15,0.384362131357193,0.3898628253199868,0.37634024273444094,0.38757086494843557,935916000
2011-06-16,0.3710686266422272,0.39055031177948357,0.3655679341881111,0.3845912055189284,1024908000
2011-06-17,0.36235928535461426,0.3756526887298609,0.35089948312318475,0.37542348175630286,1467884000
2011-06-20,0.35800451040267944,0.36671396407823537,0.35525413647816356,0.3591504904304547,745960000
2011-06-21,0.3657970726490021,0.36854744588920024,0.3559416413977914,0.35937958062572684,704276000
2011-06-22,0.36075472831726074,0.3680889924142965,0.3600671350814085,0.3632758944079493,651720000
2011-06-23,0.3715269863605499,0.3740481253173527,0.35296207689428144,0.35617083646063685,744024000
2011-06-24,0.36075472831726074,0.372902117742953,0.35846276907929275,0.3696933857387215,529052000
2011-06-27,0.3531913757324219,0.3630468092229946,0.3405855683767082,0.3607548492169227,1142152000
2011-06-28,0.35525405406951904,0.35937958667696984,0.3506701350217543,0.35319130142695,692200000
2011-06-29,0.36075472831726074,0.36442187402693327,0.3451694000346165,0.35754596899071994,960544000
2011-06-30,0.3653387129306793,0.36923503887611725,0.35617087431914807,0.3616715665571411,652300000
2011-07-01,0.3701518476009369,0.371527034353061,0.3580044556982233,0.3653387212908173,540804000
2011-07-05,0.36396360397338867,0.3731314438554741,0.360754843621268,0.3696935038996921,535296000
2011-07-06,0.35915040969848633,0.36442192210575447,0.35479567017843316,0.3637343287791868,529580000
2011-07-07,0.36052557826042175,0.3628175378594567,0.3541080859186612,0.3609839920380796,986136000
2011-07-08,0.353649765253067,0.35800450569473746,0.35067021175557017,0.35548333873785887,619516000
2011-07-11,0.3412731885910034,0.3483782760956298,0.340356415445648,0.34700311637759673,714388000
2011-07-12,0.3366892337799072,0.3428775475061805,0.3309593339017414,0.33966878718101695,867604000
2011-07-13,0.33600154519081116,0.34356501635284736,0.3327928130965219,0.34127305705055216,634368000
2011-07-14,0.32270824909210205,0.33943956126466024,0.3211038826804466,0.3373768083528627,1088996000
2011-07-15,0.3231666386127472,0.32660457837942025,0.3165199659927726,0.32454182544834304,827736000
2011-07-18,0.31629085540771484,0.3224791434079439,0.3121653209667871,0.32064559683182037,818200000
2011-07-19,0.3259170651435852,0.3266046313505812,0.31720758353533207,0.31720758353533207,602224000
2011-07-20,0.32179147005081177,0.32889652897542115,0.32087466974542245,0.32706298300927406,662956000
2011-07-21,0.3369183838367462,0.33921034340116113,0.3174367002169065,0.32224982623110304,1143420000
2011-07-22,0.3437943756580353,0.34494035581733584,0.33554330758214235,0.3398980485808778,737192000
2011-07-25,0.3382936120033264,0.3398980058826599,0.3334805123322822,0.33852281893532227,566920000
2011-07-26,0.3300425112247467,0.3369183900446838,0.3252293851218652,0.3286673245318338,698276000
2011-07-27,0.3176659047603607,0.3270629498341096,0.31674910454796573,0.32545855629299664,652212000
2011-07-28,0.31697842478752136,0.3236250989233411,0.3114777035129562,0.31652003817855495,648176000
2011-07-29,0.31697842478752136,0.3199579787292871,0.3121652970875672,0.313769663880111,677656000
2011-08-01,0.3339388370513916,0.33485560996501407,0.32156223878360607,0.32431258484678716,1019620000
2011-08-02,0.33050093054771423,0.352503755888472,0.33050093054771423,0.3316469104649971,1356432000
2011-08-03,0.3394394814968109,0.3405854611390205,0.3279796850747151,0.33118844446628787,765236000
2011-08-04,0.3071229159832001,0.33325127428696316,0.3071229159832001,0.33325127428696316,979732000
2011-08-05,0.29680904746055603,0.31812430496090793,0.2887871886973827,0.31422797902611516,1270588000
2011-08-08,0.27343106269836426,0.29245436232558286,0.27159748934566585,0.2823697225469001,1084180000
2011-08-09,0.2963506877422333,0.29680907424846537,0.27503545564043186,0.2787025750126054,1329832000
2011-08-10,0.28282809257507324,0.29589228487539565,0.2812237262308118,0.2876412189301726,1140052000
2011-08-11,0.30735212564468384,0.31147765918287335,0.2828281313485702,0.2828281313485702,1078792000
2011-08-12,0.295204758644104,0.3405856043434458,0.2903916311941468,0.3401272177582883,3195784000
2011-08-15,0.30643531680107117,0.3071229101975913,0.29657988431045795,0.2981842506874611,864152000
2011-08-16,0.29772597551345825,0.3071230250272762,0.2922252536069578,0.3029974904279823,716868000
2011-08-17,0.29360029101371765,0.30368492903233013,0.28970396539570664,0.29864259636186796,553328000
2011-08-18,0.27366024255752563,0.2830572879846051,0.27045148267696273,0.28030694188863264,802564000
2011-08-19,0.26884713768959045,0.2839740833989113,0.2670135643729582,0.26907634460003804,761332000
2011-08-22,0.27366024255752563,0.279619348534061,0.27068068956925795,0.2764105886534981,611876000
2011-08-23,0.30322667956352234,0.30345588656265393,0.2798486585451692,0.28030707254343246,938312000
2011-08-24,0.29887181520462036,0.30345573430873235,0.29107913633424215,0.3025389614168352,687500000
2011-08-25,0.2860368490219116,0.29818424088678963,0.2855784625467363,0.29291272811648617,690968000
2011-08-26,0.29818418622016907,0.30116373874603447,0.27984848467383794,0.2848908169432916,732660000
2011-08-29,0.306206077337265,0.3073520571021797,0.29955940562968475,0.3066644911010811,601528000
2011-08-30,0.3135404884815216,0.31606162852612957,0.302080659168281,0.30414343992004,684760000
2011-08-31,0.3050600588321686,0.3190410211175831,0.3025389200629083,0.31583228911223027,705808000
2011-09-01,0.3043724596500397,0.31583228294232174,0.3041432801240255,0.30918558488635195,762312000
2011-09-02,0.2961215078830719,0.30162220059752703,0.2938295207093462,0.2974966674005274,471356000
2011-09-06,0.30208060145378113,0.3027681949063315,0.2837449217714662,0.28649526825934984,696248000
2011-09-07,0.32660457491874695,0.3355432346107735,0.31766594254903663,0.32660457491874695,1606620000
2011-09-08,0.3250001072883606,0.3311884187333153,0.3197285958793251,0.3233957413783866,880164000
2011-09-09,0.31812429428100586,0.3309592788001195,0.3153739482618567,0.32224982697088617,869828000
2011-09-12,0.32568782567977905,0.32843817220016003,0.3137696118875978,0.3137696118875978,916480000
2011-09-13,0.33302217721939087,0.33462657147812197,0.32339594827863044,0.3284382560740454,853836000
2011-09-14,0.3502117097377777,0.3545664487435368,0.3415022590485692,0.3417314659044601,1547192000
2011-09-15,0.35525405406951904,0.35983800043959646,0.3520453216650088,0.35800442735602805,752908000
2011-09-16,0.35433733463287354,0.3690058941915374,0.3525037612727509,0.355941701077112,1391588000
2011-09-19,0.34700313210487366,0.35089945913270887,0.3380644705820875,0.34837829188523334,968204000
2011-09-20,0.33806440234184265,0.35273296162766565,0.336460035927446,0.3513577748025735,792436000
2011-09-21,0.3316468298435211,0.34585697189896,0.3314176229868569,0.3398978941710971,715252000
2011-09-22,0.3096439838409424,0.3190410278470282,0.30368490608783544,0.31858264145406767,1314632000
2011-09-23,0.3160616159439087,0.32500027753437555,0.3059770015222929,0.30781057523231087,1011440000
2011-09-26,0.31674909591674805,0.3208746284543248,0.3025389525738168,0.3199578555892243,972124000
2011-09-27,0.31720754504203796,0.32752139208555947,0.3146864055035787,0.32477104562436865,781388000
2011-09-28,0.3075813055038452,0.3259170115398921,0.30253899932203265,0.31789512478031856,1236532000
2011-09-29,0.30001792311668396,0.31835363468652844,0.29222524091809327,0.3130821200009016,866416000
2011-09-30,0.2867244780063629,0.2968090910019658,0.28626606415193884,0.295204724478436,677784000
2011-10-03,0.2706807553768158,0.29199601793910535,0.2706807553768158,0.28305735680114646,949896000
2011-10-04,0.29566311836242676,0.29566311836242676,0.26288805700594564,0.26403403702586514,1361548000
2011-10-05,0.306206077337265,0.30895645063091054,0.28901638086354425,0.2949754592477131,856708000
2011-10-06,0.3183535635471344,0.3192703366257181,0.30735212267021855,0.307810536531829,773192000
2011-10-07,0.32431256771087646,0.32912569355886445,0.3130819771619875,0.3197286487403402,806976000
2011-10-10,0.33875200152397156,0.33875200152397156,0.32912574822900603,0.3298133416532631,534376000
2011-10-11,0.33508485555648804,0.3415023486599994,0.33393887562094376,0.33600162857599675,816080000
2011-10-12,0.33485546708106995,0.34173137028852246,0.33462628761161284,0.34150216349676327,612064000
2011-10-13,0.35433733463287354,0.35502492805820907,0.3323345089560361,0.333251281974939,854832000
2011-10-14,0.36029645800590515,0.36419278450121506,0.35158700463135956,0.36052563761014805,702452000
2011-10-17,0.34241926670074463,0.35617105907374513,0.340585692562856,0.35617105907374513,611780000
2011-10-18,0.3547956943511963,0.3557124946231871,0.3385227695770857,0.34058552237501416,590916000
2011-10-19,0.3476906716823578,0.3614424596880916,0.34677389856572477,0.35525414552269946,557568000
2011-10-20,0.3302716612815857,0.33966870575811375,0.3172074708331659,0.33829351918807654,990308000
2011-10-21,0.33187606930732727,0.3398979555491234,0.32637537697718016,0.3343972358966616,628428000
2011-10-24,0.34425267577171326,0.34952418864461376,0.3325636701545128,0.33325126354181556,535256000
2011-10-25,0.3311885595321655,0.3421899733840951,0.33050096604348506,0.3394395994293732,577996000
2011-10-26,0.33508485555648804,0.33943956838262956,0.32545860224006257,0.3376060223436122,503116000
2011-10-27,0.34952422976493835,0.3529621697835985,0.3396687962469822,0.3474614766826697,577732000
2011-10-28,0.3575460612773895,0.3607548214321475,0.3456278756281997,0.34654464863109263,490156000
2011-10-31,0.3392104208469391,0.34814908158234775,0.3392104208469391,0.3460863011100291,519984000
2011-11-01,0.3222498297691345,0.32775052185519793,0.31904106995033626,0.32683374894829187,790824000
2011-11-02,0.31674909591674805,0.327062940921846,0.31010242433898877,0.3254585474244518,961608000
2011-11-03,0.3357725143432617,0.3364601079028976,0.3117069036899385,0.32018715139925535,749372000
2011-11-04,0.3396688997745514,0.3408148801300544,0.32752150254175405,0.3327930176415333,654840000
2011-11-07,0.33783531188964844,0.3428776471049817,0.3300426567206664,0.3371477182400734,613536000
2011-11-08,0.34562787413597107,0.3476906270447325,0.3366892144459336,0.34218993440649115,549728000
2011-11-09,0.32820895314216614,0.341960711413347,0.32683376638612205,0.33760599888973236,532244000
2011-11-10,0.3316468298435211,0.3396686873144329,0.3233957655159451,0.33623074839832784,990484000
2011-11-11,0.34333592653274536,0.34608627294972766,0.3224790531805378,0.3410439666315406,1751560000
2011-11-14,0.3366892337799072,0.34677387395886966,0.33577246072832784,0.3433359340319702,500292000
2011-11-15,0.34104397892951965,0.34356511851836635,0.3325637051314112,0.3334805055183431,505660000
2011-11-16,0.3341679573059082,0.3435650009530334,0.3330219777061275,0.33462637100366754,512420000
2011-11-17,0.3222498297691345,0.33439722105836417,0.31629072390730456,0.33348044815145805,657504000
2011-11-18,0.3192703425884247,0.3240834696466757,0.3158324024960509,0.3240834696466757,501352000
2011-11-21,0.33531394600868225,0.3385226777847979,0.30941477567410197,0.31422790066058276,1330788000
2011-11-22,0.34562787413597107,0.3474614474561569,0.33714760094540097,0.3389811742655869,1287480000
2011-11-23,0.33095917105674744,0.3444817445089687,0.33072996424547246,0.34196057887416176,825340000
2011-11-25,0.32179147005081177,0.3341680419338835,0.32087466974542245,0.3266045691954215,406620000
2011-11-28,0.33989807963371277,0.34494038733083227,0.3323346044268711,0.3323346044268711,690616000
2011-11-29,0.34173160791397095,0.346086321407059,0.33623088698750486,0.33943962036953595,623440000
2011-11-30,0.35823363065719604,0.35915043092089816,0.3490657919540621,0.35204534499704354,730324000
2011-12-01,0.36258840560913086,0.3635051786394542,0.3536497456130507,0.35525411207727514,529760000
2011-12-02,0.36029645800590515,0.36785993139228207,0.3568585180413991,0.3664847444775524,546464000
2011-12-05,0.3547956943511963,0.3667139066308735,0.351816141281277,0.36625552015603546,644696000
2011-12-06,0.3497534394264221,0.35754609260064585,0.3460862924489529,0.35685852644939925,573832000
2011-12-07,0.3476906716823578,0.3502118387365783,0.34035640478233425,0.34746149206435945,510016000
2011-12-08,0.3366892337799072,0.34998260696171535,0.3355432538042741,0.3442527070835496,491488000
2011-12-09,0.3415023386478424,0.3442526849480507,0.3295841258097462,0.3341680454175321,555840000
2011-12-12,0.33302217721939087,0.335543344778261,0.3268338891376395,0.33416815750572726,573208000
2011-12-13,0.32385411858558655,0.34150222506362504,0.32179136637708416,0.33737669332431336,516596000
2011-12-14,0.31124839186668396,0.3229373957107018,0.3078104527740095,0.3211038227301465,636020000
2011-12-15,0.3084980547428131,0.3185826936517981,0.30781048870187394,0.31651994088435187,435148000
2011-12-16,0.3096439838409424,0.3169782754175508,0.30826882466206074,0.31101917034213394,619116000
2011-12-19,0.3016221523284912,0.31468634324869454,0.3004761725861795,0.31101919714437215,463276000
2011-12-20,0.31858283281326294,0.31972881314516105,0.3084981894991638,0.3084981894991638,445208000
2011-12-21,0.31445711851119995,0.3201870168973196,0.30826883371865293,0.3167490778656478,548424000
2011-12-22,0.3279797434806824,0.32889651642878315,0.3153739651715655,0.3153739651715655,576560000
2011-12-23,0.32477104663848877,0.33004255997691717,0.322020672846392,0.32958414613002257,248948000
2011-12-27,0.3222498297691345,0.3272921354017449,0.32133302953991494,0.32339580956392383,195712000
2011-12-28,0.3142280578613281,0.322937512168025,0.31399885091023566,0.32224991863706876,233960000
2011-12-29,0.3201870024204254,0.32087459566013316,0.31285273828226495,0.3174366567839039,211112000
2011-12-30,0.3176659047603607,0.32247900341676067,0.3172074909930067,0.3190410640954837,186956000
2012-01-03,0.32179147005081177,0.33004253618773677,0.32110387665234874,0.32775054908542134,468044000
2012-01-04,0.3254586458206177,0.32683383285634204,0.3190411518577715,0.3220207055536273,347372000
2012-01-05,0.33714762330055237,0.33875201713854475,0.3224790630887577,0.32385425000066026,563548000
2012-01-06,0.33325129747390747,0.3371476239689317,0.3293549709788833,0.33691844436470564,533252000
2012-01-09,0.33325129747390747,0.3396687908716452,0.3309593374977382,0.3334805044004517,508244000
2012-01-10,0.33187606930732727,0.33852276880542925,0.32958410961604684,0.33829356190737536,546328000
2012-01-11,0.32522955536842346,0.331876230778078,0.3238543679556469,0.32889667626528085,484272000
2012-01-12,0.3231666386127472,0.32614619187499383,0.31606155216602966,0.3259170122839389,652364000
2012-01-13,0.3146864175796509,0.32156229765764827,0.31308205102591524,0.32087470418538483,504300000
2012-01-17,0.3098732829093933,0.3194995366376553,0.30941489638002795,0.3194995366376553,627176000
2012-01-18,0.3204163610935211,0.32293752839292117,0.3142280736486474,0.3158324404199373,632676000
2012-01-19,0.32889634370803833,0.3293547572636664,0.3197285097522827,0.32316644748569107,608312000
2012-01-20,0.3259170651435852,0.33233455921334165,0.32477108503549734,0.32843820498798604,546272000
2012-01-23,0.33485546708106995,0.33508467387282914,0.32202048783320164,0.3261460188287523,562792000
2012-01-24,0.34241926670074463,0.3437944541347432,0.3323346499258498,0.3325638296166306,730920000
2012-01-25,0.34035637974739075,0.3412731527965905,0.3236250393597952,0.3332512929879809,1274152000
2012-01-26,0.33714762330055237,0.3492950439369497,0.33531407718110634,0.34539869012733176,799672000
2012-01-27,0.34173160791397095,0.3435651542338053,0.33233456007437534,0.3350849068764479,449996000
2012-01-30,0.3392104208469391,0.3408147874438629,0.33073014666460593,0.3357724807153941,399076000
2012-01-31,0.33852288126945496,0.34035645509609186,0.3325637731634659,0.3401272481218908,357900000
2012-02-01,0.3421899378299713,0.3460862640978999,0.3376060181448044,0.34241911742083975,428020000
2012-02-02,0.35502487421035767,0.35640003353013683,0.3405854964353315,0.3440234630405611,696236000
2012-02-03,0.36258840560913086,0.36556795894115757,0.3596088522771041,0.3602964457110052,495232000
2012-02-06,0.3598380386829376,0.36121319815003045,0.35662927861508986,0.3607548116609995,278868000
2012-02-07,0.36075472831726074,0.36281748070250824,0.3543372369864885,0.360296341934129,410296000
2012-02-08,0.3738190233707428,0.38092408262100835,0.3589212567955992,0.36075483016810284,847612000
2012-02-09,0.3735898733139038,0.38046575401556754,0.3729022797792732,0.37840300073399685,561944000
2012-02-10,0.3644219934940338,0.37129787346203186,0.36235921311024344,0.36992268653950494,440268000
2012-02-13,0.3701518476009369,0.3749649739110565,0.3625883751088839,0.3735897871589323,610668000
2012-02-14,0.37221458554267883,0.3754233453953906,0.36694307296647033,0.37015183281918207,453756000
